MatchDate,HomeTeam,AwayTeam,Full Time Home Team Goals,Full Time Away Team Goals,Full Time Result,Half Time Home Team Goals,Half Time Away Team Goals,Half Time Result,Referee,Home Team Shots,Away Team Shots,Home Team Shots on Target,Away Team Shots on Target,Home Team Fouls Committed,Away Team Fouls Committed,Home Team Corners,Away Team Corners,Home Team Yellow Cards,Away Team Yellow Cards,Home Team Red Cards,Away Team Red Cards,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2015,Crystal Palace,Southampton,1,0,H,1,0,H,M Dean,12,15,5,3,11,13,8,5,0,0,0,0,2.6,3.3,3,2.6,3.25,2.65,2.5,3.2,2.75,2.5,3.2,2.9,2.55,3.32,3.06,2.5,3.1,3,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2015,Man City,Swansea,2,1,H,1,0,H,R Madley,13,13,5,7,13,15,5,5,3,1,0,0,1.3,6,11,1.3,5.25,11,1.3,5,9,1.3,5.5,10,1.32,5.9,10.9,1.33,4.8,10,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2015,Norwich,Everton,1,1,D,0,1,A,M Atkinson,9,15,2,3,9,6,5,4,1,0,0,0,2.9,3.5,2.55,2.8,3.3,2.55,2.65,3.3,2.5,2.9,3.4,2.5,2.92,3.56,2.52,2.9,3.2,2.5,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2015,Sunderland,Watford,0,1,A,0,1,A,G Scott,14,13,2,6,6,9,8,3,1,0,0,0,2.9,3.3,2.63,2.9,3.1,2.65,2.6,3.2,2.6,2.8,3.1,2.6,2.86,3.31,2.71,2.75,3,2.75,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2015,West Ham,Stoke,0,0,D,0,0,D,A Marriner,22,12,9,3,7,9,11,7,1,2,0,0,2.63,3.3,2.9,2.65,3.1,2.9,2.5,3.3,2.65,2.5,3.1,2.8,2.63,3.33,2.94,2.62,3.1,2.8,,,,,,,,,,,,,,,,,,,,,,,,
13/12/2015,Aston Villa,Arsenal,0,2,A,0,2,A,K Friend,18,8,2,4,8,7,5,5,0,0,0,0,6.5,4.2,1.57,6.5,3.9,1.57,5.5,4,1.55,6,4,1.53,6.24,4.24,1.6,6.5,3.75,1.57,,,,,,,,,,,,,,,,,,,,,,,,
13/12/2015,Liverpool,West Brom,2,2,D,1,1,D,C Pawson,28,4,8,2,7,10,4,4,0,0,0,0,1.4,4.75,10,1.4,4.5,8.5,1.4,4.4,7.3,1.4,4.33,9,1.45,4.59,9,1.4,4.33,9,,,,,,,,,,,,,,,,,,,,,,,,
13/12/2015,Tottenham,Newcastle,1,2,A,1,0,H,R East,20,8,8,4,13,14,6,2,2,2,0,0,1.36,5.5,9,,,,1.4,4.4,7.3,1.36,5,8,1.39,5.32,9,1.4,4.33,9,,,,,,,,,,,,,,,,,,,,,,,,
14/12/2015,Leicester,Chelsea,2,1,H,1,0,H,M Clattenburg,9,11,5,5,16,8,1,8,2,0,0,0,3.2,3.5,2.35,3,3.3,2.4,3,3.2,2.3,3,3.4,2.3,3.11,3.59,2.38,3.2,3.2,2.3,,,,,,,,,,,,,,,,,,,,,,,,
19/12/2015,Chelsea,Sunderland,3,1,H,2,0,H,R East,17,11,7,3,12,12,2,2,1,3,0,0,1.33,5.25,12,1.33,5.25,10,1.33,4.8,8.3,1.29,5.25,12,1.32,5.69,11.8,1.3,5,11,,,,,,,,,,,,,,,,,,,,,,,,
19/12/2015,Everton,Leicester,2,3,A,1,1,D,J Moss,13,10,5,5,6,14,10,2,2,1,0,0,2.1,3.75,3.6,2.1,3.4,3.3,2.1,3.3,3.3,2.05,3.6,3.4,2.07,3.8,3.65,2.1,3.3,3.5,,,,,,,,,,,,,,,,,,,,,,,,
19/12/2015,Man United,Norwich,1,2,A,0,1,A,M Oliver,11,6,2,4,4,10,11,0,0,2,0,0,1.45,4.5,8.5,1.45,4.5,7.75,1.5,4,6.1,1.44,4.2,7.5,1.47,4.5,8.45,1.44,4.2,8,,,,,,,,,,,,,,,,,,,,,,,,
19/12/2015,Newcastle,Aston Villa,1,1,D,1,0,H,M Atkinson,8,10,4,7,9,14,3,7,1,3,0,0,2.05,3.5,4,2.05,3.3,3.6,2,3.3,3.6,1.95,3.4,4,2.03,3.58,4.02,2,3.2,4,,,,,,,,,,,,,,,,,,,,,,,,
19/12/2015,Southampton,Tottenham,0,2,A,0,2,A,K Friend,11,13,4,6,18,9,4,7,1,1,0,0,2.7,3.4,2.8,2.6,3.3,2.6,2.6,3.2,2.6,2.5,3.3,2.75,2.66,3.44,2.83,2.7,3.1,2.7,,,,,,,,,,,,,,,,,,,,,,,,
19/12/2015,Stoke,Crystal Palace,1,2,A,0,1,A,R Madley,26,12,5,3,6,12,7,3,2,0,0,0,2.5,3.2,3.2,2.5,3.2,2.8,2.4,3.2,2.85,2.4,3.2,3,2.51,3.3,3.14,2.4,3.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,
19/12/2015,West Brom,Bournemouth,1,2,A,0,0,D,M Dean,6,16,2,7,12,9,4,8,2,1,2,0,2.55,3.3,3,2.5,3.25,2.75,2.5,3.2,2.75,2.4,3.2,2.9,2.64,3.27,2.98,2.6,3.1,2.8,,,,,,,,,,,,,,,,,,,,,,,,
20/12/2015,Swansea,West Ham,0,0,D,0,0,D,L Mason,21,11,2,2,6,9,8,9,0,1,0,0,2.1,3.4,3.9,2.1,3.25,3.5,2.1,3.3,3.3,2.05,3.25,3.75,2.1,3.46,3.92,2.15,3.25,3.5,,,,,,,,,,,,,,,,,,,,,,,,
20/12/2015,Watford,Liverpool,3,0,H,2,0,H,M Clattenburg,6,12,5,4,6,9,7,9,1,0,0,0,4.2,3.6,1.95,4,3.3,2,3.6,3.3,2,3.8,3.4,1.95,4.14,3.55,2.01,4,3.2,2,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2015,Arsenal,Man City,2,1,H,2,0,H,A Marriner,8,20,5,6,5,16,4,8,0,2,0,0,2.45,3.5,3,2.45,3.4,3,2.5,3.3,2.65,2.3,3.4,3,2.38,3.58,3.12,2.4,3.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2015,Aston Villa,West Ham,1,1,D,0,1,A,M Dean,5,10,8,4,14,13,9,6,3,3,0,0,2.63,3.25,2.75,2.65,3.25,2.75,2.65,3.3,2.5,2.6,3.1,2.8,2.66,3.29,2.94,2.7,3.1,2.7,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2015,Bournemouth,Crystal Palace,0,0,D,0,0,D,M Oliver,10,8,4,0,10,13,8,9,1,0,0,0,2.4,3.3,3,2.45,3.4,2.9,2.4,3.3,2.75,2.3,3.3,3,2.48,3.45,3.06,2.5,3.2,2.9,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2015,Chelsea,Watford,2,2,D,1,1,D,A Marriner,17,12,2,3,7,15,9,4,1,4,0,0,1.44,4.5,7.5,1.45,4.6,7,1.4,4.4,7.3,1.48,4.2,7,1.52,4.52,7.14,1.44,4.2,8,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2015,Liverpool,Leicester,1,0,H,0,0,D,M Atkinson,25,7,4,3,11,8,7,6,2,1,0,0,1.91,3.8,3.8,1.95,3.7,3.75,1.9,3.45,3.8,1.91,3.75,3.75,1.95,3.87,4,1.95,3.5,3.8,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2015,Man City,Sunderland,4,1,H,3,0,H,A Taylor,19,11,9,3,10,11,5,1,1,1,0,0,1.2,7,13,1.22,6.25,14.5,1.2,5.8,13,1.2,7,15,1.21,7.65,16,1.22,6,13,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2015,Newcastle,Everton,0,1,A,0,0,D,L Mason,10,20,1,7,16,12,1,7,2,2,0,0,3.2,3.5,2.2,3.1,3.5,2.25,2.9,3.3,2.3,3.1,3.5,2.15,3.37,3.58,2.25,3.25,3.3,2.25,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2015,Southampton,Arsenal,4,0,H,1,0,H,J Moss,15,7,5,4,10,9,3,4,1,0,0,0,3.6,3.5,2.05,3.5,3.5,2.1,3.3,3.3,2.1,3.4,3.4,2.1,3.6,3.53,2.18,3.6,3.3,2.1,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2015,Stoke,Man United,2,0,H,2,0,H,K Friend,13,11,3,6,13,16,1,12,1,2,0,0,3.25,3.2,2.3,3.1,3.25,2.4,2.75,3.3,2.4,3.2,3.1,2.3,3.33,3.31,2.4,3.1,3.1,2.4,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2015,Swansea,West Brom,1,0,H,1,0,H,R East,7,9,2,3,10,13,0,7,1,3,0,0,1.91,3.4,4.5,1.91,3.4,4.4,2,3.3,3.6,1.91,3.25,4.2,1.96,3.42,4.58,2.05,3.1,4,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2015,Tottenham,Norwich,3,0,H,2,0,H,M Jones,15,11,10,3,4,13,9,4,1,2,0,0,1.4,4.75,8,1.42,4.4,7,1.45,4,7,1.4,4.5,7.5,1.46,4.77,8,1.44,4.2,8,,,,,,,,,,,,,,,,,,,,,,,,
28/12/2015,Arsenal,Bournemouth,2,0,H,1,0,H,R East,13,10,6,3,7,8,9,3,2,0,0,0,1.44,4.75,8,1.44,4.5,8,1.42,4.3,7,1.4,4.5,7.5,1.45,4.86,8.07,1.36,4.8,8.5,,,,,,,,,,,,,,,,,,,,,,,,
28/12/2015,Crystal Palace,Swansea,0,0,D,0,0,D,N Swarbrick,10,5,2,3,11,16,7,4,3,2,0,0,2.1,3.4,4,2.05,3.3,4,2,3.3,3.6,2.05,3.25,3.75,2.09,3.41,4.03,1.91,3.5,4,,,,,,,,,,,,,,,,,,,,,,,,
28/12/2015,Everton,Stoke,3,4,A,1,2,A,M Clattenburg,15,8,3,5,10,12,6,2,2,1,0,0,1.95,3.6,4.2,1.95,3.3,3.9,1.9,3.45,3.8,1.91,3.4,4,1.95,3.63,4.3,1.95,3.5,3.8,,,,,,,,,,,,,,,,,,,,,,,,
28/12/2015,Man United,Chelsea,0,0,D,0,0,D,M Atkinson,12,8,2,3,16,6,5,3,4,2,0,0,2.6,3.3,3,2.6,3.25,2.9,2.6,3.2,2.6,2.5,3.1,2.8,2.6,3.38,2.95,2.62,3.1,3,,,,,,,,,,,,,,,,,,,,,,,,
28/12/2015,Norwich,Aston Villa,2,0,H,1,0,H,G Scott,9,6,4,3,10,21,3,7,2,5,0,0,2.05,3.6,3.8,2,3.3,3.7,2,3.3,3.6,2,3.3,3.8,2.05,3.53,4.02,2.05,3.4,3.6,,,,,,,,,,,,,,,,,,,,,,,,
28/12/2015,Watford,Tottenham,1,2,A,1,1,D,A Taylor,9,10,1,3,11,13,5,3,4,2,1,0,3.75,3.5,2.1,3.5,3.3,2.15,3.3,3.3,2.1,3.6,3.3,2.05,3.92,3.55,2.07,3.5,3.25,2.15,,,,,,,,,,,,,,,,,,,,,,,,
28/12/2015,West Brom,Newcastle,1,0,H,0,0,D,M Jones,22,7,5,2,7,13,18,6,0,0,0,0,2.2,3.25,3.75,2.2,3.25,3.2,2.1,3.3,3.3,2.1,3.2,3.6,2.18,3.35,3.8,2.25,3.2,3.3,,,,,,,,,,,,,,,,,,,,,,,,
28/12/2015,West Ham,Southampton,2,1,H,0,1,A,M Oliver,13,15,5,4,6,12,4,7,1,3,0,0,3.6,3.4,2.2,3.25,3.3,2.2,2.9,3.3,2.3,3.3,3.25,2.2,3.57,3.41,2.24,3.4,3.2,2.2,,,,,,,,,,,,,,,,,,,,,,,,
29/12/2015,Leicester,Man City,0,0,D,0,0,D,C Pawson,11,21,4,5,11,8,1,13,1,3,0,0,4.33,4,1.85,4,4,1.85,3.8,3.45,1.9,4,3.8,1.8,4.25,4.1,1.85,3.75,3.75,1.91,,,,,,,,,,,,,,,,,,,,,,,,
30/12/2015,Sunderland,Liverpool,0,1,A,0,0,D,K Friend,8,17,3,6,8,16,6,4,1,3,0,0,5.5,3.9,1.7,5,3.75,1.72,4.5,3.5,1.75,5,3.6,1.67,5.51,3.91,1.71,4.75,3.6,1.75,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2016,Arsenal,Newcastle,1,0,H,0,0,D,A Taylor,16,15,3,6,10,9,7,4,2,2,0,0,1.29,6.5,11,1.28,5.5,11,1.3,5,9,1.25,5.75,12,1.27,6.47,12.81,1.3,5,11,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2016,Leicester,Bournemouth,0,0,D,0,0,D,A Marriner,16,9,2,0,9,5,7,1,1,1,0,1,1.91,3.75,4.33,1.95,3.4,3.8,1.9,3.45,3.8,1.85,3.6,4,1.94,3.75,4.18,1.95,3.4,4,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2016,Man United,Swansea,2,1,H,0,0,D,J Moss,19,9,6,4,14,10,4,2,2,1,0,0,1.55,4.2,7,1.55,3.8,7,1.5,4,6.1,1.53,3.8,7,1.52,4.28,7.66,1.57,3.6,7,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2016,Norwich,Southampton,1,0,H,0,0,D,M Clattenburg,10,10,1,4,9,7,4,9,1,0,0,1,3.2,3.4,2.4,2.9,3.25,2.4,2.9,3.3,2.3,3,3.3,2.3,3.13,3.49,2.42,3.1,3.2,2.38,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2016,Sunderland,Aston Villa,3,1,H,1,0,H,C Pawson,13,8,6,3,8,13,3,3,3,4,0,0,2.5,3.25,3.2,2.5,3.1,2.9,2.3,3.3,2.9,2.4,3.1,2.9,2.49,3.34,3.14,2.4,3.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2016,Watford,Man City,1,2,A,0,0,D,M Atkinson,11,16,3,5,6,10,4,5,1,0,0,0,5,4,1.75,4.75,3.75,1.75,4.7,3.6,1.7,4.75,3.8,1.7,5.14,4.11,1.72,5,3.6,1.73,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2016,West Brom,Stoke,2,1,H,0,0,D,L Mason,16,10,5,3,7,15,4,6,1,1,0,1,2.8,3.2,2.8,2.8,3.1,2.7,2.55,3.1,2.75,2.7,3,2.75,2.81,3.2,2.84,2.8,3.1,2.62,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2016,West Ham,Liverpool,2,0,H,1,0,H,R Madley,18,23,10,2,11,8,3,9,1,1,0,0,4,3.5,2.05,3.8,3.4,2.05,3.3,3.3,2.1,3.8,3.4,2,3.97,3.62,2.03,3.8,3.4,2,,,,,,,,,,,,,,,,,,,,,,,,
03/01/2016,Crystal Palace,Chelsea,0,3,A,0,1,A,K Friend,8,10,4,4,12,15,5,7,3,0,0,0,3.8,3.5,2.1,3.8,3.2,2.1,3.1,3.3,2.2,3.8,3.3,2,3.98,3.49,2.07,3.75,3.2,2.1,,,,,,,,,,,,,,,,,,,,,,,,
03/01/2016,Everton,Tottenham,1,1,D,1,1,D,M Oliver,12,19,3,4,8,11,4,4,1,2,0,0,2.8,3.5,2.63,2.7,3.4,2.6,2.6,3.2,2.6,2.62,3.4,2.6,2.78,3.59,2.62,2.7,3.1,2.7,,,,,,,,,,,,,,,,,,,,,,,,
12/01/2016,Aston Villa,Crystal Palace,1,0,H,0,0,D,M Clattenburg,13,9,3,1,15,9,9,0,2,1,0,0,3.2,3.25,2.45,3,3.2,2.45,2.6,3.2,2.6,3,3.1,2.4,3.2,3.25,2.5,3.1,3,2.5,,,,,,,,,,,,,,,,,,,,,,,,
12/01/2016,Bournemouth,West Ham,1,3,A,1,0,H,M Atkinson,11,10,4,5,8,5,4,7,1,1,0,0,2,3.6,4,2,3.4,3.9,2.1,3.3,3.3,1.95,3.4,3.8,2.01,3.65,4.02,2,3.4,3.8,,,,,,,,,,,,,,,,,,,,,,,,
12/01/2016,Newcastle,Man United,3,3,D,1,2,A,M Dean,14,12,6,4,10,12,5,3,1,3,0,0,5,3.7,1.8,5,3.6,1.75,4.2,3.5,1.8,5,3.5,1.8,5.05,3.8,1.79,5,3.3,1.8,,,,,,,,,,,,,,,,,,,,,,,,
13/01/2016,Chelsea,West Brom,2,2,D,1,1,D,A Taylor,14,13,2,6,13,8,7,7,3,3,0,0,1.44,4.5,9,1.44,4.4,8.5,1.4,4.4,7.3,1.44,4.2,8,1.46,4.58,8.54,1.44,4.2,8,,,,,,,,,,,,,,,,,,,,,,,,
13/01/2016,Liverpool,Arsenal,3,3,D,2,2,D,M Jones,22,14,6,5,9,7,9,3,2,0,0,0,2.88,3.4,2.6,2.9,3.25,2.6,2.75,3.3,2.4,2.75,3.3,2.5,2.84,3.58,2.57,2.9,3.2,2.5,,,,,,,,,,,,,,,,,,,,,,,,
13/01/2016,Man City,Everton,0,0,D,0,0,D,R East,22,7,5,2,5,6,12,5,0,1,0,0,1.53,4.75,6,1.53,4.75,5.75,1.45,4,7,1.48,4.5,6,1.52,4.88,6.44,1.53,4,6.5,,,,,,,,,,,,,,,,,,,,,,,,
13/01/2016,Southampton,Watford,2,0,H,1,0,H,C Pawson,15,4,7,1,9,11,8,1,1,2,0,0,1.95,3.5,4.33,2,3.4,4.1,2,3.3,3.6,1.95,3.3,4,2,3.51,4.25,2,3.2,4,,,,,,,,,,,,,,,,,,,,,,,,
13/01/2016,Stoke,Norwich,3,1,H,0,0,D,N Swarbrick,14,5,4,2,5,8,7,3,0,1,0,1,2.05,3.3,4.2,2.05,3.4,3.8,2,3.3,3.6,1.95,3.3,4,2.01,3.44,4.31,2.05,3.1,4,,,,,,,,,,,,,,,,,,,,,,,,
13/01/2016,Swansea,Sunderland,2,4,A,2,1,H,G Scott,10,7,5,5,9,12,8,6,2,0,1,0,1.8,3.6,5.25,1.78,3.7,4.6,1.75,3.5,4.5,1.73,3.6,5,1.78,3.71,5.32,1.8,3.4,4.8,,,,,,,,,,,,,,,,,,,,,,,,
13/01/2016,Tottenham,Leicester,0,1,A,0,0,D,L Mason,21,10,5,2,13,10,16,8,1,0,0,0,1.75,3.8,5.25,1.75,3.8,4.6,1.75,3.5,4.5,1.73,3.6,4.75,1.75,3.95,5.09,1.8,3.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,
16/01/2016,Aston Villa,Leicester,1,1,D,0,1,A,R East,14,12,5,5,13,15,3,4,3,2,0,0,3.6,3.4,2.2,3.5,3.3,2.15,2.9,3.3,2.3,3.5,3.25,2.1,3.75,3.44,2.16,3.4,3.1,2.25,,,,,,,,,,,,,,,,,,,,,,,,
16/01/2016,Bournemouth,Norwich,3,0,H,1,0,H,R Madley,15,10,8,3,8,13,5,3,1,1,0,0,1.91,3.6,4.5,1.9,3.5,4.25,1.9,3.45,3.8,1.85,3.5,4.33,1.89,3.68,4.54,1.95,3.1,4.33,,,,,,,,,,,,,,,,,,,,,,,,
16/01/2016,Chelsea,Everton,3,3,D,0,0,D,M Jones,14,9,7,4,12,5,6,4,1,1,0,0,1.83,3.75,4.75,1.83,3.8,4.4,1.75,3.5,4.5,1.75,3.6,4.5,1.81,3.97,4.65,1.75,3.5,4.8,,,,,,,,,,,,,,,,,,,,,,,,
16/01/2016,Man City,Crystal Palace,4,0,H,2,0,H,J Moss,17,9,4,3,10,11,5,6,0,2,0,0,1.4,5.25,8.5,1.4,5,8.25,1.4,4.4,7.3,1.36,4.75,8,1.39,5.34,8.88,1.4,4.2,9,,,,,,,,,,,,,,,,,,,,,,,,
16/01/2016,Newcastle,West Ham,2,1,H,2,0,H,N Swarbrick,23,10,10,3,9,4,3,3,1,0,0,0,2.5,3.4,3,2.55,3.2,2.9,2.6,3.2,2.6,2.4,3.3,2.88,2.55,3.5,2.92,2.62,3.1,2.75,,,,,,,,,,,,,,,,,,,,,,,,
16/01/2016,Southampton,West Brom,3,0,H,2,0,H,M Atkinson,9,9,5,0,10,11,1,3,0,0,0,0,1.73,3.75,5.5,1.72,3.5,5.5,1.8,3.5,4.2,1.67,3.5,5.5,1.71,3.73,5.95,1.75,3.25,5.5,,,,,,,,,,,,,,,,,,,,,,,,
16/01/2016,Tottenham,Sunderland,4,1,H,1,1,D,M Dean,26,5,11,2,8,13,11,3,0,2,0,0,1.36,5.25,9.5,1.36,5,8.5,1.37,4.6,7.5,1.35,4.75,9,1.35,5.48,10.2,1.4,4,10,,,,,,,,,,,,,,,,,,,,,,,,
17/01/2016,Liverpool,Man United,0,1,A,0,0,D,M Clattenburg,19,7,4,1,6,18,5,4,0,2,0,0,2.3,3.25,3.5,2.3,3.1,3.5,2.5,3.2,2.75,2.2,3.25,3.3,2.34,3.37,3.37,2.4,3.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,
17/01/2016,Stoke,Arsenal,0,0,D,0,0,D,C Pawson,14,8,6,3,16,10,6,6,0,0,0,0,4.33,3.6,1.95,4,3.6,1.95,3.8,3.45,1.9,4,3.5,1.91,4.29,3.61,1.96,4.33,3.1,1.95,,,,,,,,,,,,,,,,,,,,,,,,
18/01/2016,Swansea,Watford,1,0,H,1,0,H,M Oliver,10,13,2,2,8,11,6,3,2,2,0,0,2.38,3.25,3.4,2.4,3.25,3.1,2.3,3.3,2.9,2.3,3.1,3.2,2.42,3.31,3.28,2.5,3.1,2.9,,,,,,,,,,,,,,,,,,,,,,,,
23/01/2016,Crystal Palace,Tottenham,1,3,A,1,0,H,M Atkinson,11,24,3,11,11,12,3,10,2,2,0,0,3.6,3.5,2.15,3.4,3.2,2.15,3.2,3.2,2.2,3.5,3.2,2.15,3.63,3.4,2.22,3.3,3.3,2.2,,,,,,,,,,,,,,,,,,,,,,,,
23/01/2016,Leicester,Stoke,3,0,H,1,0,H,M Dean,15,3,5,2,10,13,8,4,0,1,0,0,2.1,3.5,3.8,2.1,3.25,3.5,2,3.3,3.6,1.95,3.3,3.8,2.07,3.48,4,2.05,3.25,3.8,,,,,,,,,,,,,,,,,,,,,,,,
23/01/2016,Man United,Southampton,0,1,A,0,0,D,M Jones,8,7,1,2,11,8,4,4,0,0,0,0,1.91,3.5,4.75,1.9,3.4,4.4,1.8,3.5,4.2,1.85,3.3,4.5,1.91,3.45,4.84,1.91,3.2,4.5,,,,,,,,,,,,,,,,,,,,,,,,
23/01/2016,Norwich,Liverpool,4,5,A,2,1,H,L Mason,6,13,5,7,10,14,3,3,0,1,0,0,4.33,3.5,1.95,4,3.5,1.95,3.6,3.3,2,3.8,3.4,1.95,4.35,3.5,1.98,4.33,3.25,1.91,,,,,,,,,,,,,,,,,,,,,,,,
23/01/2016,Sunderland,Bournemouth,1,1,D,1,1,D,R East,10,15,5,5,5,9,3,4,1,1,0,0,3,3.4,2.5,2.8,3.2,2.5,2.65,3.3,2.5,2.9,3.1,2.4,3.06,3.34,2.54,3,3,2.5,,,,,,,,,,,,,,,,,,,,,,,,
23/01/2016,Watford,Newcastle,2,1,H,0,0,D,A Marriner,13,11,5,2,10,12,2,7,2,1,0,0,2.05,3.5,4,2.1,3.4,3.3,2,3.3,3.6,2,3.4,3.6,2.07,3.54,3.93,2.1,3.2,3.75,,,,,,,,,,,,,,,,,,,,,,,,
23/01/2016,West Brom,Aston Villa,0,0,D,0,0,D,R Madley,4,15,0,4,7,13,2,6,0,1,0,0,2.1,3.3,4,2.1,3.2,3.5,2.15,3.25,3.25,2.1,3.1,3.8,2.17,3.28,3.92,2.1,3,4,,,,,,,,,,,,,,,,,,,,,,,,
23/01/2016,West Ham,Man City,2,2,D,1,1,D,C Pawson,10,16,3,3,11,15,5,2,2,3,0,0,5,4,1.73,4.6,4,1.72,4.7,3.6,1.7,4.75,3.8,1.67,5.19,4.09,1.71,5,3.6,1.73,,,,,,,,,,,,,,,,,,,,,,,,
24/01/2016,Arsenal,Chelsea,0,1,A,0,1,A,M Clattenburg,9,12,1,6,14,13,6,7,1,3,1,0,2.1,3.5,3.9,2.05,3.3,4,2.2,3.25,3.3,2,3.4,3.6,2.06,3.62,3.87,2.1,3.2,3.75,,,,,,,,,,,,,,,,,,,,,,,,
24/01/2016,Everton,Swansea,1,2,A,1,2,A,A Taylor,20,7,2,5,5,12,7,1,0,3,0,0,1.73,3.8,5.5,1.72,3.6,4.75,1.7,3.6,4.7,1.67,3.6,5.25,1.69,3.92,5.77,1.67,3.6,5.5,,,,,,,,,,,,,,,,,,,,,,,,
02/02/2016,Arsenal,Southampton,0,0,D,0,0,D,L Mason,21,14,11,3,11,19,13,3,2,1,0,0,1.75,3.75,5.25,1.8,3.5,4.75,1.75,3.5,4.5,1.73,3.5,5,1.76,3.72,5.39,1.8,3.2,5,,,,,,,,,,,,,,,,,,,,,,,,
02/02/2016,Crystal Palace,Bournemouth,1,2,A,1,1,D,M Jones,14,8,3,4,11,15,5,3,3,4,0,0,2.45,3.3,3.2,2.4,3.2,2.9,2.3,3.2,3,2.4,3.1,3.1,2.48,3.25,3.23,2.5,3.1,3,,,,,,,,,,,,,,,,,,,,,,,,
02/02/2016,Leicester,Liverpool,2,0,H,0,0,D,A Marriner,13,14,6,2,6,7,3,12,0,1,0,0,2.63,3.4,2.88,2.6,3.2,2.8,2.6,3.2,2.6,2.5,3.3,2.7,2.62,3.44,2.88,2.62,3.1,2.8,,,,,,,,,,,,,,,,,,,,,,,,
02/02/2016,Man United,Stoke,3,0,H,2,0,H,R East,15,10,5,0,13,13,2,5,2,1,0,0,1.7,3.75,5.75,1.67,3.7,5.5,1.75,3.5,4.5,1.65,3.6,5.75,1.68,3.82,6.17,1.67,3.5,6,,,,,,,,,,,,,,,,,,,,,,,,
02/02/2016,Norwich,Tottenham,0,3,A,0,2,A,K Friend,10,17,2,6,8,9,6,8,2,2,0,0,4.5,3.75,1.85,4.25,3.4,1.85,3.8,3.45,1.9,4.2,3.6,1.83,4.57,3.79,1.85,4.5,3.4,1.83,,,,,,,,,,,,,,,,,,,,,,,,
02/02/2016,Sunderland,Man City,0,1,A,0,1,A,S Attwell,11,6,2,2,6,15,8,4,1,4,0,0,8,4.75,1.45,6.75,4.5,1.48,6.1,4,1.5,6.5,4.5,1.44,7.5,4.73,1.48,7,4,1.5,,,,,,,,,,,,,,,,,,,,,,,,
02/02/2016,West Brom,Swansea,1,1,D,0,0,D,N Swarbrick,17,18,7,4,12,13,7,7,0,0,0,0,2.63,3.1,3.1,2.5,3.1,2.9,2.5,3.05,2.85,2.6,2.9,3,2.68,3.04,3.14,2.62,3,2.9,,,,,,,,,,,,,,,,,,,,,,,,
02/02/2016,West Ham,Aston Villa,2,0,H,0,0,D,J Moss,25,6,6,2,9,11,5,5,3,0,0,1,1.91,3.5,4.75,1.85,3.5,4.1,1.9,3.45,3.8,1.85,3.4,4.33,1.89,3.57,4.69,1.91,3.2,4.33,,,,,,,,,,,,,,,,,,,,,,,,
03/02/2016,Everton,Newcastle,3,0,H,1,0,H,C Pawson,18,7,7,3,8,15,3,3,1,2,0,1,1.65,4.2,5.5,1.67,3.5,5.25,1.65,3.7,4.9,1.65,4,4.75,1.68,4.27,5.23,1.67,3.8,5,,,,,,,,,,,,,,,,,,,,,,,,
03/02/2016,Watford,Chelsea,0,0,D,0,0,D,M Dean,12,12,3,4,10,13,7,7,2,1,0,0,4.33,3.5,1.95,4.1,3.4,1.95,3.6,3.3,2,4,3.3,1.91,4.32,3.43,2.01,4,3.25,2,,,,,,,,,,,,,,,,,,,,,,,,
06/02/2016,Aston Villa,Norwich,2,0,H,1,0,H,M Atkinson,10,12,3,4,10,11,2,11,0,2,0,0,2.45,3.2,3.3,2.4,3.2,2.9,2.4,3.2,2.85,2.3,3.2,3.2,2.44,3.27,3.28,2.4,3.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,
